1900,1,97.91,73.28
1900,2,86.8,63.82
1900,3,3.56,51.84
1900,4,7.22,82.13
1900,5,46.78,15.81
1900,6,48.82,39.5
1900,7,67.23,67.6
1900,8,38.05,74.27
1900,9,8.72,94.27
1900,10,43.43,79.09
1900,11,2.44,59.41
1900,12,4.28,57.29
1901,1,51.12,69.08
1901,2,6.89,40.26
1901,3,17.43,90.63
1901,4,42.37,48.98
1901,5,71.08,78.88
1901,6,15.86,95.72
1901,7,91.71,54.82
1901,8,48.86,75.26
1901,9,10.98,65.72
1901,10,40.68,20.05
1901,11,47.11,92.0
1901,12,80.08,73.36
1902,1,37.11,45.27
1902,2,50.17,68.0
1902,3,24.6,67.95
1902,4,33.19,85.93
1902,5,20.32,43.65
1902,6,41.22,8.74
1902,7,38.71,64.79
1902,8,31.49,24.91
1902,9,7.22,67.29
1902,10,51.03,49.28
1902,11,2.69,34.75
1902,12,90.23,88.35
1903,1,38.28,89.4
1903,2,21.29,83.35
1903,3,9.17,35.88
1903,4,14.41,92.56
1903,5,38.49,98.5
1903,6,92.36,46.73
1903,7,4.56,11.57
1903,8,27.32,92.39
1903,9,69.7,95.79
1903,10,1.48,19.9
1903,11,41.43,67.69
1903,12,28.24,49.87
1904,1,71.74,10.98
1904,2,26.89,64.92
1904,3,95.44,24.86
1904,4,88.58,48.97
1904,5,13.21,82.94
1904,6,70.73,25.62
1904,7,63.01,16.83
1904,8,31.36,55.18
1904,9,6.38,33.76
1904,10,67.48,43.88
1904,11,50.63,2.0
1904,12,3.96,52.46
1905,1,4.28,16.98
1905,2,7.67,12.23
1905,3,78.44,9.8
1905,4,78.23,88.19
1905,5,45.79,71.75
1905,6,88.25,57.08
1905,7,28.76,53.17
1905,8,11.73,31.72
1905,9,1.11,95.6
1905,10,91.91,74.15
1905,11,1.31,48.18
1905,12,99.26,23.77
1906,1,65.2,97.39
1906,2,71.02,16.62
1906,3,88.98,11.43
1906,4,40.82,5.61
1906,5,9.72,22.86
1906,6,32.99,97.73
1906,7,11.61,38.49
1906,8,68.99,57.4
1906,9,86.39,99.85
1906,10,98.55,11.41
1906,11,70.89,72.91
1906,12,33.7,79.2
1907,1,27.14,88.69
1907,2,37.67,78.0
1907,3,84.39,81.28
1907,4,32.75,71.75
1907,5,96.01,36.6
1907,6,72.51,3.68
1907,7,77.44,13.85
1907,8,23.56,43.52
1907,9,91.44,77.94
1907,10,15.55,81.54
1907,11,6.7,42.38
1907,12,36.72,34.85
1908,1,70.71,83.58
1908,2,28.55,10.88
1908,3,84.6,76.44
1908,4,89.46,75.37
1908,5,72.3,32.01
1908,6,25.92,30.88
1908,7,17.93,10.81
1908,8,19.53,50.77
1908,9,33.2,13.27
1908,10,63.33,97.04
1908,11,91.35,96.4
1908,12,49.72,82.4
1909,1,50.67,49.85
1909,2,75.74,31.82
1909,3,34.32,56.77
1909,4,80.15,40.28
1909,5,33.61,25.45
1909,6,8.4,82.42
1909,7,95.14,0.16
1909,8,99.15,21.58
